entity,value,synonyms
GC,De Oliveira Nunes Vitor,Vitor De Oliveira Nunes
GC,Martignoni Alain,Alain Martignoni
GC,Maréchal Christophe,Christophe Marechal
GC,Spagnolo Salvatore,Salvatore Spagnolo
GC,Pierre Toussaint Sircee,Sircee Pierre Toussaint
GC,Steiner Christian,Christian Steiner
GC,Beun Christine,Christine Beun:Kristine Beun
GC,Bissat Rose,Rose Bissat:Marie Angeline Bissat
GC,Guisy Milène,Milene Guisy
GC,Martin Emmanuel,Emmanuel Martin
GC,Dussan Julien,Julien Dussan
GC,Bonvin Philippe,Philippe Bonvin
GC,Sauser Nicolas,Nicolas Sauser
GC,Ryser Alain,Alain Ryser
GC,Monney Armand,Armand Monney
GC,Peyraud Alexandre,Alexandre Peyraud
GC,Häusermann Elisabeth,Elisabeth Hausermann
GC,Gautrot Maria Magdalena,Maria Magdalena Gautrot:Marielena Gautrot
GC,Fontana Jérôme,Jerome Fontana
GC,Piguet Frédéric,Frederic Piguet:Paul Piguet
GC,Wuarin Marc,Marc Wuarin
GC,Samim Firouzsalari Atefeh,Atefeh Samim Firouzsalari
GC,Bustamante Hernandez Eric,Eric Bustamante Hernandez
GC,Hamoir Fursy,Fursy Hamoir
GC,Preisig Robert,Robert Preisig
GC,Jeanmonod Christian,Christian Jeanmonod
GC,Meylan Jean Michel,Jean Michel Meylan
GC,Cori Claudio,Claudio Cori
GC,Wittwer Christoph,Christoph Wittwer
GC,Besomi Alessandro,Alessandro Besomi:Alex Besomi
GC,Ritter Sven,Sven Ritter
GC,Duvnjak Sanja,Sanja Duvnjak
GC,Frammery Chloe,Chloe Frammery
GC,Fouda Amougou Charlotte,Charlotte Fouda Amougou
GC,Scheller Gérard,Gerard Scheller
GC,Rossellat Blaise,Blaise Rossellat
GC,Dachroune Samir,Samir Dachroune
GC,Bult Christoph,Christoph Bult
GC,Monshengwo Jessica,Jessica Monshengwo
GC,Lopez Julien,Julien Lopez
GC,Fraudeau Delphine,Delphine Fraudeau
GC,Abesse Hayet,Hayet Abesse
GC,Golay Séverine,Severine Golay
GC,Jordan Claude,Claude Jordan
GC,Regamey Murielle,Murielle Regamey
GC,Schucani Grégoire,Gregoire Schucani
CE,Emery-Torracinta Anne,Anne Emery-Torracinta
CE,Apothéloz Thierry,Thierry Apotheloz
CE,Salerno Sandrine,Sandrine Salerno
CE,Hodgers Antonio,Antonio Hodgers
CE,De Chastonay Marjorie,Marjorie De Chastonay
CE,Rochat Yvan,Yvan Rochat
CE,Haller Jocelyne,Jocelyne Haller
CE,Wenger Saliha,Saliha Wenger:Salika Wenger
CE,Burgermeister Jean,Jean Burgermeister
CE,Poggia Mauro,Mauro Poggia
CE,Roch Ana Belen,Ana Belen Roch
CE,Sormanni Daniel,Daniel Sormanni
CE,Maudet Pierre,Pierre Maudet
CE,Dal Busco Serge,Serge Dal Busco
CE,Barthassat Luc,Luc Barthassat
CE,Fontanet Nathalie,Nathalie Fontanet
CE,De Senarclens Alexandre,Alexandre De Senarclens
CE,Amberger Axel,Axel Amberger
CE,Aymon Paul,Paul Aymon:dit Paul Sierre Aymon
CE,Nidegger Yves,Yves Nidegger
CE,Bläsi Thomas,Thomas Blasi
CE,Florey Stéphane,Stephane Florey
CE,Cretegny Willy,Willy Cretegny
CE,Orsini Magali,Magali Orsini
CE,Gauthier Pierre,Pierre Gauthier
CE,Stauffer Eric,Eric Stauffer
CE,Zacharias Ronald,Ronald Zacharias
CE,Vidonne Thierry,Thierry Vidonne
CE,Leitner André,Andre Leitner
CE,Fontana Jérôme,Jerome Fontana
CE,Amsler Susanne,Susanne Amsler
