entity,value,synonyms
Candidate,Beureux Silvain,Silvain Beureux
Candidate,Kunzi Philippe,Philippe Kunzi
Candidate,Fader Annette,Annette Fader:Yasuka Fader
Candidate,Thurnherr Sylvain,Sylvain Thurnherr
Candidate,Beureux Johan,Johan Beureux
Candidate,Poggia Mauro,Mauro Poggia
Candidate,Golay Roger,Roger Golay
Candidate,Roch Ana Belen,Ana Belen Roch
Candidate,Sormanni Daniel,Daniel Sormanni
Candidate,Cerutti Thierry,Thierry Cerutti
Candidate,Voumard Jean Marie,Jean Marie Voumard
Candidate,Le Joncour-Brülhart Céline,Celine Le Joncour-Brulhart
Candidate,Bärtschi François,François Bartschi
Candidate,Pistis Sandro,Sandro Pistis
Candidate,Derouette Jean-Paul,Jean-Paul Derouette
Candidate,Magnin Danièle,Daniele Magnin
Candidate,Valentin Francisco,Francisco Valentin
Candidate,Sapin Françoise,Françoise Sapin
Candidate,Flury Christian,Christian Flury
Candidate,Golay Sandra,Sandra Golay
Candidate,Python André,Andre Python
Candidate,Rappaz Henry,Henry Rappaz
Candidate,Gander Florian,Florian Gander
Candidate,Decorvet Christian,Christian Decorvet
Candidate,Sonderegger Gabriela,Gabriela Sonderegger
Candidate,Dimier Patrick,Patrick Dimier
Candidate,Fontaine-Vive-Curtaz Jean,Jean Fontaine-Vive-Curtaz
Candidate,Saas Alexandra,Alexandra Saas
Candidate,Zogg Thomas,Thomas Zogg
Candidate,Pascarella Louise,Louise Pascarella
Candidate,Fekkak Hatem,Hatem Fekkak
Candidate,Angelo Antonio,Antonio Angelo
Candidate,Cattin Jean-Pascal,Jean-Pascal Cattin
Candidate,Baryeka Jarek,Jarek Baryeka
Candidate,Reichenbach Kevin,Kevin Reichenbach
Candidate,Chapou Frédéric,Frederic Chapou
Candidate,Madani Amar,Amar Madani
Candidate,Leisi Laurent,Laurent Leisi
Candidate,Oudin Rémy,Remy Oudin
Candidate,Villette Jean,Jean Villette
Candidate,Ambrosio François,François Ambrosio
Candidate,Teixeira Albano,Albano Teixeira
Candidate,Frauchiger Roger,Roger Frauchiger
Candidate,Dellagiovanna Daniel,Daniel Dellagiovanna
Candidate,Roulin Claude,Claude Roulin
Candidate,Couto Armando,Armando Couto
