ELECTION.TYPE ELECTION;LEL.NUM DEPOT;LEL.SIGLE;LEL.LIBELLE COURT;LEL.LIBELLE LONG;CND.CIVILITE;CND.NOM;CND.PRENOM;CND.NOM PSEUDO;CND.PRENOM PSEUDO
GC;7;FEM;LALISTE-FEMMES 2018;LALISTE - FEMMES 2018 AU GRAND CONSEIL;Madame;OZDEMIR;Elcim;ÖZDEMIR;Elçim
GC;7;FEM;LALISTE-FEMMES 2018;LALISTE - FEMMES 2018 AU GRAND CONSEIL;Madame;RICCIARDI WERLEN;Jacqueline;-;-
GC;7;FEM;LALISTE-FEMMES 2018;LALISTE - FEMMES 2018 AU GRAND CONSEIL;Madame;ROSSIER FAHRION;Cerise;-;-
GC;7;FEM;LALISTE-FEMMES 2018;LALISTE - FEMMES 2018 AU GRAND CONSEIL;Madame;BOSELLI GAUTHEY;Monica;-;-
GC;7;FEM;LALISTE-FEMMES 2018;LALISTE - FEMMES 2018 AU GRAND CONSEIL;Madame;LAVRADOR DIAS;Claudia;DIAS;-
GC;7;FEM;LALISTE-FEMMES 2018;LALISTE - FEMMES 2018 AU GRAND CONSEIL;Madame;JAUCH;Caroline;-;-
GC;7;FEM;LALISTE-FEMMES 2018;LALISTE - FEMMES 2018 AU GRAND CONSEIL;Madame;GRANGE;Marie-Florence;-;-
GC;7;FEM;LALISTE-FEMMES 2018;LALISTE - FEMMES 2018 AU GRAND CONSEIL;Madame;MAZZONI;Nikita;-;-
GC;7;FEM;LALISTE-FEMMES 2018;LALISTE - FEMMES 2018 AU GRAND CONSEIL;Madame;LANGER;Valérie;-;-
GC;7;FEM;LALISTE-FEMMES 2018;LALISTE - FEMMES 2018 AU GRAND CONSEIL;Madame;MAYORAL EDO;Corinne;MAYORAL;-
GC;7;FEM;LALISTE-FEMMES 2018;LALISTE - FEMMES 2018 AU GRAND CONSEIL;Madame;THOMIAS LEDUC;Diana;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Madame;ORSINI;Magali;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Monsieur;GAUTHIER;Pierre;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Madame;ARMAND;Catherine;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Monsieur;GUEX;Stéphane;-;dit Guex-Pierre
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Madame;HUMBERSET;Corinne;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Monsieur;RUCKTERSTUHL;Jean-Claude;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Madame;LONGO;Katrin;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Monsieur;GIROD;Nicolas;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Madame;KÜDERLI BERKANE;Nicole;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Monsieur;FLAKS;Joël;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Madame;PERRIN;Brigitte;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Monsieur;GOUDAL;Renaud;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Madame;MEYNET;Danielle;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Monsieur;MEYNET;Leon;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Monsieur;TURNOWSKY;Serge;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Monsieur;ZIMMERMANN;Olivier;-;-
GC;8;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Monsieur;CHATELAIN;Dimitri;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;STAUFFER;Eric;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;ZACHARIAS;Ronald;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;SARAIVA MEDEIROS;Carlos;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;SPÜHLER;Pascal;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;GAETANINO;Marco;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Madame;LE JEUNE GIACOBBI;Cristina;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;WALTHER;Thierry;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Madame;HÜSSY COPPEX;Viviana Ximena Anghela;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Madame;LOEILLET-ROUZIER;Anne;-;Marie
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;FUSCO;Gerardo;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;GAMBERONI;Dominique;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;NOBS;Cyril;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;NOËL;Daniel;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;SANTI;Michel;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;PICOT;Jérôme;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;RUCHONNET;Jean-François;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;GALETTO;Frédéric;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Madame;BECK;Victoria;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;ANTOINE;Jean-Marc;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Madame;RIME;Fatma;-;Fatima
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;L'HUILLIER;Eric;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;PARANÁ JÚNIOR;Valério;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Madame;LOTA;Raphaëlle;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Madame;THOMSEN;Elena;MILAKOVA;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;BALLESTEROS;Stefan;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;FABRE;Jean;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;NGUYEN;Van Minh;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;MARTEL;Frédéric;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Madame;FREY;Priscilla;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;BRKIC;Vitomir;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;LEVY;Yossef;-;Hai
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Madame;BISSOLI;Marion;LE BACQUER;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;COHEN;Olivier;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;BRUGUIER;Michel;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;SOLTEIRO;Jorge;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;HALIMI;Arsim;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;BERLEMONT;Alain;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;GARGANTINI;Yves;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Madame;MAIGRE;Maria Inès;-;-
GC;9;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;FARINHA;Horacio;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;VIDONNE;Thierry;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;LEITNER;André;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;DELACQUIS;Cédric;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Madame;ZAGATO;Sophie;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Madame;VIDONNE;Valérie;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;FERRAND;Guy;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;KUNZI;Nicolas;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;KUGEL;Mark;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;THURNHERR;Laurent;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;VIDONNE;David;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;BEUREUX;Silvain;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;KUNZI;Philippe;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Madame;FADER;Annette;-;Yasuka
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;THURNHERR;Sylvain;-;-
GC;10;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;BEUREUX;Johan;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;POGGIA;Mauro;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;GOLAY;Roger;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;ROCH;Ana Belen;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;SORMANNI;Daniel;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;CERUTTI;Thierry;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;VOUMARD;Jean Marie;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;LE JONCOUR-BRÜLHART;Céline;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;BÄRTSCHI;François;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;PISTIS;Sandro;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;DEROUETTE;Jean-Paul;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;MAGNIN;Danièle;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;VALENTIN;Francisco;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;SAPIN;Françoise;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;FLURY;Christian;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;GOLAY;Sandra;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;PYTHON;André;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;RAPPAZ;Henry;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;GANDER;Florian;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;DECORVET;Christian;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;SONDEREGGER;Gabriela;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;DIMIER;Patrick;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;FONTAINE-VIVE-CURTAZ;Jean;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;SAAS;Alexandra;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;ZOGG;Thomas;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;PASCARELLA;Louise;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;FEKKAK;Hatem;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;ANGELO;Antonio;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;CATTIN;Jean-Pascal;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;BARYEKA;Jarek;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;REICHENBACH;Kevin;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;CHAPOU;Frédéric;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;MADANI;Amar;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;LEISI;Laurent;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;OUDIN;Rémy;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;VILLETTE;Jean;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;AMBROSIO;François;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;TEIXEIRA;Albano;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;FRAUCHIGER;Roger;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;DELLAGIOVANNA;Daniel;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;ROULIN;Claude;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;COUTO;Armando;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;NIETO;Alexandre;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;CHAOUI;Laïla;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;SOTOMAYOR;André;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;DO REGO;Ricardo;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;VENDRELL;Marie;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;MÉNÉTREY;Yasmine;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;ANGELOZ;Claude;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;LAURENT;Pierre-Alain;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;JAHIJA;Burim;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;DI SALVO;Giuseppe;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;HEIMO;Philippe;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;CHAPPAZ;Marc;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;BARRY;Minkailou;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;CATALAN;Joëlle;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;REOLON;Bruno;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;ALBANESI;Jean-François;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;KLINGELE;Olivier;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;BENCKER;Jeanne;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;MARGUET;Tex;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;DELMENICO;Janine;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;SHLYAPINA;Elena;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;MUDRY;Yves;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;GOSTOLI;Gérard;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;YAU;Helen;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;INNOCENTI;Flavio;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;COVER;Sabina;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;AMBORD;Cédric;-;Sandro
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;GARCIA;Javier;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;BELCASTRO DE LUCA;Nathalie;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;ZBINDEN;Jean-Luc;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;AHDAB;Ahmad;-;Chawki
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;BAIUNCO;Aurora;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;OLIVEIRA;Rui;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;PASTORE;Daniel;-;Dany
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;DRASKOVIC;Rada;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;HAYMOZ;William;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;BESSE;Muriel;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;NAINE;Marie-Josée;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;GHARBI;Mohamed;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;LOOSLI;Bertille;-;Clarence
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;EMONET;Sarah;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;MÜLLER;Olivier;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;LODDO;Olivier;HENRIOUD;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;BEN CHAABANE;Salah;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;DE OLIVEIRA NUNES;Vitor;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;MARTIGNONI;Alain;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;MARÉCHAL;Christophe;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;SPAGNOLO;Salvatore;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;PIERRE TOUSSAINT;Sircee;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;STEINER;Christian;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;BEUN;Christine;-;Kristine
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;BISSAT;Rose;-;Marie Angeline
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;GUISY;Milène;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;MARTIN;Emmanuel;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;DUSSAN;Julien;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;BONVIN;Philippe;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;SAUSER;Nicolas;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;RYSER;Alain;-;-
GC;11;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;MONNEY;Armand;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;PEYRAUD;Alexandre;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Madame;HÄUSERMANN;Elisabeth;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Madame;GAUTROT;Maria Magdalena;-;Marielena
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;FONTANA;Jérôme;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;PIGUET;Frédéric;-;Paul
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;WUARIN;Marc;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Madame;SAMIM FIROUZSALARI;Atefeh;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;BUSTAMANTE HERNANDEZ;Eric;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;HAMOIR;Fursy;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;PREISIG;Robert;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;JEANMONOD;Christian;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;MEYLAN;Jean Michel;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;CORI;Claudio;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;WITTWER;Christoph;-;-
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;BESOMI;Alessandro;-;Alex
GC;12;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;RITTER;Sven;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Madame;DUVNJAK;Sanja;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Madame;FRAMMERY;Chloe;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Madame;FOUDA AMOUGOU;Charlotte;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Monsieur;SCHELLER;Gérard;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Monsieur;ROSSELLAT;Blaise;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Monsieur;DACHROUNE;Samir;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Monsieur;BULT;Christoph;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Madame;MONSHENGWO;Jessica;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Monsieur;LOPEZ;Julien;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Madame;FRAUDEAU;Delphine;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Madame;ABESSE;Hayet;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Madame;GOLAY;Séverine;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Monsieur;JORDAN;Claude;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Madame;REGAMEY;Murielle;-;-
GC;13;LEE;ÉGALITÉ ET ÉQUITÉ;LISTE ÉGALITÉ ET ÉQUITÉ;Monsieur;SCHUCANI;Grégoire;-;-
CE;1;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;EMERY-TORRACINTA;Anne;-;-
CE;1;SOC;LES SOCIALISTES;LES SOCIALISTES;Monsieur;APOTHÉLOZ;Thierry;-;-
CE;1;SOC;LES SOCIALISTES;LES SOCIALISTES;Madame;SALERNO;Sandrine;-;-
CE;2;VERT;LES VERTS;LES VERTS;Monsieur;HODGERS;Antonio;-;-
CE;2;VERT;LES VERTS;LES VERTS;Madame;DE CHASTONAY;Marjorie;-;-
CE;2;VERT;LES VERTS;LES VERTS;Monsieur;ROCHAT;Yvan;-;-
CE;3;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;HALLER;Jocelyne;-;-
