ELECTION.TYPE ELECTION;LEL.NUM DEPOT;LEL.SIGLE;LEL.LIBELLE COURT;LEL.LIBELLE LONG;CND.CIVILITE;CND.NOM;CND.PRENOM;CND.NOM PSEUDO;CND.PRENOM PSEUDO
CE;3;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Madame;WENGER;Saliha;-;Salika
CE;3;EAG;ENSEMBLE À GAUCHE;ENSEMBLE À GAUCHE;Monsieur;BURGERMEISTER;Jean;-;-
CE;4;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;POGGIA;Mauro;-;-
CE;4;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Madame;ROCH;Ana Belen;-;-
CE;4;MCG;MCG;MCG - MOUVEMENT CITOYENS GENEVOIS;Monsieur;SORMANNI;Daniel;-;-
CE;5;ENT;PLR - PDC - ENTENTE;PLR - PDC - ENTENTE;Monsieur;MAUDET;Pierre;-;-
CE;5;ENT;PLR - PDC - ENTENTE;PLR - PDC - ENTENTE;Monsieur;DAL BUSCO;Serge;-;-
CE;5;ENT;PLR - PDC - ENTENTE;PLR - PDC - ENTENTE;Monsieur;BARTHASSAT;Luc;-;-
CE;5;ENT;PLR - PDC - ENTENTE;PLR - PDC - ENTENTE;Madame;FONTANET;Nathalie;-;-
CE;5;ENT;PLR - PDC - ENTENTE;PLR - PDC - ENTENTE;Monsieur;DE SENARCLENS;Alexandre;-;-
CE;6;RIEN;RIEN PAS GRAND CHOSE;DE RIEN POUR ARRIVER À PAS GRAND CHOSE;Monsieur;AMBERGER;Axel;-;-
CE;7;SAN;SANTÉ;SANTÉ !;Monsieur;AYMON;Paul;-;dit Paul Sierre
CE;8;UDC;UDC;UDC;Monsieur;NIDEGGER;Yves;-;-
CE;8;UDC;UDC;UDC;Monsieur;BLÄSI;Thomas;-;-
CE;8;UDC;UDC;UDC;Monsieur;FLOREY;Stéphane;-;-
CE;9;PROM;PROSPÉRITÉ MAÎTRISÉE;PROSPÉRITÉ MAÎTRISÉE;Monsieur;CRETEGNY;Willy;-;-
CE;10;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Madame;ORSINI;Magali;-;-
CE;10;LPG;LA LISTE POUR GENÈVE;LA LISTE POUR GENÈVE;Monsieur;GAUTHIER;Pierre;-;-
CE;11;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;STAUFFER;Eric;-;-
CE;11;GEMA;GENÈVE EN MARCHE;GENÈVE EN MARCHE;Monsieur;ZACHARIAS;Ronald;-;-
CE;12;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;VIDONNE;Thierry;-;-
CE;12;PBD;PBD GENÈVE;PBD GENÈVE / LE JUSTE MILIEU;Monsieur;LEITNER;André;-;-
CE;13;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Monsieur;FONTANA;Jérôme;-;-
CE;13;VERL;VERT'LIBÉRAUX;VERT'LIBÉRAUX;Madame;AMSLER;Susanne;-;-
