entity,value,synonyms
Depute-e,HÜSSY COPPEX Viviana Ximena Anghela,HÜSSY:COPPEX:Viviana:Ximena:Anghela
Depute-e,LOEILLET-ROUZIER Anne,LOEILLET-ROUZIER:Anne:Marie
Depute-e,FUSCO Gerardo,FUSCO:Gerardo
Depute-e,GAMBERONI Dominique,GAMBERONI:Dominique
Depute-e,NOBS Cyril,NOBS:Cyril
Depute-e,NOËL Daniel,NOËL:Daniel
Depute-e,SANTI Michel,SANTI:Michel
Depute-e,PICOT Jérôme,PICOT:Jérôme
Depute-e,RUCHONNET Jean-François,RUCHONNET:Jean-François
Depute-e,GALETTO Frédéric,GALETTO:Frédéric
Depute-e,BECK Victoria,BECK:Victoria
Depute-e,ANTOINE Jean-Marc,ANTOINE:Jean-Marc
Depute-e,RIME Fatma,RIME:Fatma:Fatima
Depute-e,L'HUILLIER Eric,L'HUILLIER:Eric
Depute-e,PARANÁ JÚNIOR Valério,PARANÁ:JÚNIOR:Valério
Depute-e,LOTA Raphaëlle,LOTA:Raphaëlle
Depute-e,THOMSEN Elena,THOMSEN:Elena:MILAKOVA
Depute-e,BALLESTEROS Stefan,BALLESTEROS:Stefan
Depute-e,FABRE Jean,FABRE:Jean
Depute-e,NGUYEN Van Minh,NGUYEN:Van:Minh
Depute-e,MARTEL Frédéric,MARTEL:Frédéric
Depute-e,FREY Priscilla,FREY:Priscilla
Depute-e,BRKIC Vitomir,BRKIC:Vitomir
Depute-e,LEVY Yossef,LEVY:Yossef:Hai
Depute-e,BISSOLI Marion,BISSOLI:Marion:LE:BACQUER
Depute-e,COHEN Olivier,COHEN:Olivier
Depute-e,BRUGUIER Michel,BRUGUIER:Michel
Depute-e,SOLTEIRO Jorge,SOLTEIRO:Jorge
Depute-e,HALIMI Arsim,HALIMI:Arsim
Depute-e,BERLEMONT Alain,BERLEMONT:Alain
Depute-e,GARGANTINI Yves,GARGANTINI:Yves
Depute-e,MAIGRE Maria Inès,MAIGRE:Maria:Inès
Depute-e,FARINHA Horacio,FARINHA:Horacio
Depute-e,VIDONNE Thierry,VIDONNE:Thierry
Depute-e,LEITNER André,LEITNER:André
Depute-e,DELACQUIS Cédric,DELACQUIS:Cédric
Depute-e,ZAGATO Sophie,ZAGATO:Sophie
Depute-e,VIDONNE Valérie,VIDONNE:Valérie
Depute-e,FERRAND Guy,FERRAND:Guy
Depute-e,KUNZI Nicolas,KUNZI:Nicolas
Depute-e,KUGEL Mark,KUGEL:Mark
Depute-e,THURNHERR Laurent,THURNHERR:Laurent
Depute-e,VIDONNE David,VIDONNE:David
Depute-e,BEUREUX Silvain,BEUREUX:Silvain
Depute-e,KUNZI Philippe,KUNZI:Philippe
Depute-e,FADER Annette,FADER:Annette:Yasuka
Depute-e,THURNHERR Sylvain,THURNHERR:Sylvain
Depute-e,BEUREUX Johan,BEUREUX:Johan
Depute-e,POGGIA Mauro,POGGIA:Mauro
Depute-e,GOLAY Roger,GOLAY:Roger
Depute-e,ROCH Ana Belen,ROCH:Ana:Belen
Depute-e,SORMANNI Daniel,SORMANNI:Daniel
Depute-e,CERUTTI Thierry,CERUTTI:Thierry
Depute-e,VOUMARD Jean Marie,VOUMARD:Jean:Marie
Depute-e,LE JONCOUR-BRÜLHART Céline,LE:JONCOUR-BRÜLHART:Céline
Depute-e,BÄRTSCHI François,BÄRTSCHI:François
Depute-e,PISTIS Sandro,PISTIS:Sandro
Depute-e,DEROUETTE Jean-Paul,DEROUETTE:Jean-Paul
Depute-e,MAGNIN Danièle,MAGNIN:Danièle
Depute-e,VALENTIN Francisco,VALENTIN:Francisco
Depute-e,SAPIN Françoise,SAPIN:Françoise
Depute-e,FLURY Christian,FLURY:Christian
Depute-e,GOLAY Sandra,GOLAY:Sandra
Depute-e,PYTHON André,PYTHON:André
Depute-e,RAPPAZ Henry,RAPPAZ:Henry
Depute-e,GANDER Florian,GANDER:Florian
Depute-e,DECORVET Christian,DECORVET:Christian
Depute-e,SONDEREGGER Gabriela,SONDEREGGER:Gabriela
Depute-e,DIMIER Patrick,DIMIER:Patrick
Depute-e,FONTAINE-VIVE-CURTAZ Jean,FONTAINE-VIVE-CURTAZ:Jean
Depute-e,SAAS Alexandra,SAAS:Alexandra
Depute-e,ZOGG Thomas,ZOGG:Thomas
Depute-e,PASCARELLA Louise,PASCARELLA:Louise
Depute-e,FEKKAK Hatem,FEKKAK:Hatem
Depute-e,ANGELO Antonio,ANGELO:Antonio
Depute-e,CATTIN Jean-Pascal,CATTIN:Jean-Pascal
Depute-e,BARYEKA Jarek,BARYEKA:Jarek
Depute-e,REICHENBACH Kevin,REICHENBACH:Kevin
Depute-e,CHAPOU Frédéric,CHAPOU:Frédéric
Depute-e,MADANI Amar,MADANI:Amar
Depute-e,LEISI Laurent,LEISI:Laurent
Depute-e,OUDIN Rémy,OUDIN:Rémy
Depute-e,VILLETTE Jean,VILLETTE:Jean
Depute-e,AMBROSIO François,AMBROSIO:François
Depute-e,TEIXEIRA Albano,TEIXEIRA:Albano
Depute-e,FRAUCHIGER Roger,FRAUCHIGER:Roger
Depute-e,DELLAGIOVANNA Daniel,DELLAGIOVANNA:Daniel
Depute-e,ROULIN Claude,ROULIN:Claude
Depute-e,COUTO Armando,COUTO:Armando
Depute-e,NIETO Alexandre,NIETO:Alexandre
Depute-e,CHAOUI Laïla,CHAOUI:Laïla
Depute-e,SOTOMAYOR André,SOTOMAYOR:André
Depute-e,DO REGO Ricardo,DO:REGO:Ricardo
Depute-e,VENDRELL Marie,VENDRELL:Marie
Depute-e,MÉNÉTREY Yasmine,MÉNÉTREY:Yasmine
Depute-e,ANGELOZ Claude,ANGELOZ:Claude
Depute-e,LAURENT Pierre-Alain,LAURENT:Pierre-Alain
Depute-e,JAHIJA Burim,JAHIJA:Burim
Depute-e,DI SALVO Giuseppe,DI:SALVO:Giuseppe
Depute-e,HEIMO Philippe,HEIMO:Philippe
Depute-e,CHAPPAZ Marc,CHAPPAZ:Marc
Depute-e,BARRY Minkailou,BARRY:Minkailou
Depute-e,CATALAN Joëlle,CATALAN:Joëlle
Depute-e,REOLON Bruno,REOLON:Bruno
Depute-e,ALBANESI Jean-François,ALBANESI:Jean-François
Depute-e,KLINGELE Olivier,KLINGELE:Olivier
Depute-e,BENCKER Jeanne,BENCKER:Jeanne
Depute-e,MARGUET Tex,MARGUET:Tex
Depute-e,DELMENICO Janine,DELMENICO:Janine
Depute-e,SHLYAPINA Elena,SHLYAPINA:Elena
Depute-e,MUDRY Yves,MUDRY:Yves
Depute-e,GOSTOLI Gérard,GOSTOLI:Gérard
Depute-e,YAU Helen,YAU:Helen
Depute-e,INNOCENTI Flavio,INNOCENTI:Flavio
Depute-e,COVER Sabina,COVER:Sabina
Depute-e,AMBORD Cédric,AMBORD:Cédric:Sandro
Depute-e,GARCIA Javier,GARCIA:Javier
Depute-e,BELCASTRO DE LUCA Nathalie,BELCASTRO:DE:LUCA:Nathalie
Depute-e,ZBINDEN Jean-Luc,ZBINDEN:Jean-Luc
Depute-e,AHDAB Ahmad,AHDAB:Ahmad:Chawki
Depute-e,BAIUNCO Aurora,BAIUNCO:Aurora
Depute-e,OLIVEIRA Rui,OLIVEIRA:Rui
Depute-e,PASTORE Daniel,PASTORE:Daniel:Dany
Depute-e,DRASKOVIC Rada,DRASKOVIC:Rada
Depute-e,HAYMOZ William,HAYMOZ:William
Depute-e,BESSE Muriel,BESSE:Muriel
Depute-e,NAINE Marie-Josée,NAINE:Marie-Josée
Depute-e,GHARBI Mohamed,GHARBI:Mohamed
Depute-e,LOOSLI Bertille,LOOSLI:Bertille:Clarence
Depute-e,EMONET Sarah,EMONET:Sarah
Depute-e,MÜLLER Olivier,MÜLLER:Olivier
Depute-e,LODDO Olivier,LODDO:Olivier:HENRIOUD
Depute-e,BEN CHAABANE Salah,BEN:CHAABANE:Salah
Depute-e,DE OLIVEIRA NUNES Vitor,DE:OLIVEIRA:NUNES:Vitor
Depute-e,MARTIGNONI Alain,MARTIGNONI:Alain
Depute-e,MARÉCHAL Christophe,MARÉCHAL:Christophe
Depute-e,SPAGNOLO Salvatore,SPAGNOLO:Salvatore
Depute-e,PIERRE TOUSSAINT Sircee,PIERRE:TOUSSAINT:Sircee
Depute-e,STEINER Christian,STEINER:Christian
Depute-e,BEUN Christine,BEUN:Christine:Kristine
Depute-e,BISSAT Rose,BISSAT:Rose:Marie:Angeline
Depute-e,GUISY Milène,GUISY:Milène
Depute-e,MARTIN Emmanuel,MARTIN:Emmanuel
Depute-e,DUSSAN Julien,DUSSAN:Julien
Depute-e,BONVIN Philippe,BONVIN:Philippe
Depute-e,SAUSER Nicolas,SAUSER:Nicolas
Depute-e,RYSER Alain,RYSER:Alain
Depute-e,MONNEY Armand,MONNEY:Armand
Depute-e,PEYRAUD Alexandre,PEYRAUD:Alexandre
Depute-e,HÄUSERMANN Elisabeth,HÄUSERMANN:Elisabeth
Depute-e,GAUTROT Maria Magdalena,GAUTROT:Maria:Magdalena:Marielena
Depute-e,FONTANA Jérôme,FONTANA:Jérôme
Depute-e,PIGUET Frédéric,PIGUET:Frédéric:Paul
Depute-e,WUARIN Marc,WUARIN:Marc
Depute-e,SAMIM FIROUZSALARI Atefeh,SAMIM:FIROUZSALARI:Atefeh
Depute-e,BUSTAMANTE HERNANDEZ Eric,BUSTAMANTE:HERNANDEZ:Eric
Depute-e,HAMOIR Fursy,HAMOIR:Fursy
Depute-e,PREISIG Robert,PREISIG:Robert
Depute-e,JEANMONOD Christian,JEANMONOD:Christian
Depute-e,MEYLAN Jean Michel,MEYLAN:Jean:Michel
Depute-e,CORI Claudio,CORI:Claudio
Depute-e,WITTWER Christoph,WITTWER:Christoph
Depute-e,BESOMI Alessandro,BESOMI:Alessandro:Alex
Depute-e,RITTER Sven,RITTER:Sven
Depute-e,DUVNJAK Sanja,DUVNJAK:Sanja
Depute-e,FRAMMERY Chloe,FRAMMERY:Chloe
Depute-e,FOUDA AMOUGOU Charlotte,FOUDA:AMOUGOU:Charlotte
Depute-e,SCHELLER Gérard,SCHELLER:Gérard
Depute-e,ROSSELLAT Blaise,ROSSELLAT:Blaise
Depute-e,DACHROUNE Samir,DACHROUNE:Samir
Depute-e,BULT Christoph,BULT:Christoph
Depute-e,MONSHENGWO Jessica,MONSHENGWO:Jessica
Depute-e,LOPEZ Julien,LOPEZ:Julien
Depute-e,FRAUDEAU Delphine,FRAUDEAU:Delphine
Depute-e,ABESSE Hayet,ABESSE:Hayet
Depute-e,GOLAY Séverine,GOLAY:Séverine
Depute-e,JORDAN Claude,JORDAN:Claude
Depute-e,REGAMEY Murielle,REGAMEY:Murielle
Depute-e,SCHUCANI Grégoire,SCHUCANI:Grégoire
Conseiller-ère d'Etat,EMERY-TORRACINTA Anne,EMERY-TORRACINTA:Anne
Conseiller-ère d'Etat,APOTHÉLOZ Thierry,APOTHÉLOZ:Thierry
Conseiller-ère d'Etat,SALERNO Sandrine,SALERNO:Sandrine
Conseiller-ère d'Etat,HODGERS Antonio,HODGERS:Antonio
Conseiller-ère d'Etat,DE CHASTONAY Marjorie,DE:CHASTONAY:Marjorie
Conseiller-ère d'Etat,ROCHAT Yvan,ROCHAT:Yvan
Conseiller-ère d'Etat,HALLER Jocelyne,HALLER:Jocelyne
Conseiller-ère d'Etat,WENGER Saliha,WENGER:Saliha:Salika
Conseiller-ère d'Etat,BURGERMEISTER Jean,BURGERMEISTER:Jean
Conseiller-ère d'Etat,POGGIA Mauro,POGGIA:Mauro
Conseiller-ère d'Etat,ROCH Ana Belen,ROCH:Ana:Belen
Conseiller-ère d'Etat,SORMANNI Daniel,SORMANNI:Daniel
Conseiller-ère d'Etat,MAUDET Pierre,MAUDET:Pierre
Conseiller-ère d'Etat,DAL BUSCO Serge,DAL:BUSCO:Serge
Conseiller-ère d'Etat,BARTHASSAT Luc,BARTHASSAT:Luc
Conseiller-ère d'Etat,FONTANET Nathalie,FONTANET:Nathalie
Conseiller-ère d'Etat,DE SENARCLENS Alexandre,DE:SENARCLENS:Alexandre
Conseiller-ère d'Etat,AMBERGER Axel,AMBERGER:Axel
Conseiller-ère d'Etat,AYMON Paul,AYMON:Paul:dit:Paul:Sierre
Conseiller-ère d'Etat,NIDEGGER Yves,NIDEGGER:Yves
Conseiller-ère d'Etat,BLÄSI Thomas,BLÄSI:Thomas
Conseiller-ère d'Etat,FLOREY Stéphane,FLOREY:Stéphane
Conseiller-ère d'Etat,CRETEGNY Willy,CRETEGNY:Willy
Conseiller-ère d'Etat,ORSINI Magali,ORSINI:Magali
Conseiller-ère d'Etat,GAUTHIER Pierre,GAUTHIER:Pierre
Conseiller-ère d'Etat,STAUFFER Eric,STAUFFER:Eric
Conseiller-ère d'Etat,ZACHARIAS Ronald,ZACHARIAS:Ronald
Conseiller-ère d'Etat,VIDONNE Thierry,VIDONNE:Thierry
Conseiller-ère d'Etat,LEITNER André,LEITNER:André
Conseiller-ère d'Etat,FONTANA Jérôme,FONTANA:Jérôme
Conseiller-ère d'Etat,AMSLER Susanne,AMSLER:Susanne
