entity,value,synonyms
Député-e,KUGEL Mark,kugel:mark
Député-e,THURNHERR Laurent,thurnherr:laurent
Député-e,VIDONNE David,vidonne:david
Député-e,BEUREUX Silvain,beureux:silvain
Député-e,KUNZI Philippe,kunzi:philippe
Député-e,FADER Annette (Yasuka),fader:annette:yasuka
Député-e,THURNHERR Sylvain,thurnherr:sylvain
Député-e,BEUREUX Johan,beureux:johan
Député-e,CHRISTINAT Jean-David,christinat:jean-david
Député-e,CARLO Xavier,carlo:xavier
Député-e,HALIMI Arsim,halimi:arsim
Député-e,GARGANTINI Yves,gargantini:yves
Député-e,GOLAY Roger,golay:roger
Député-e,CERUTTI Thierry,cerutti:thierry
Député-e,VOUMARD Jean Marie,voumard:jean:marie
Député-e,LE JONCOUR-BRÜLHART Céline,le:joncour-brülhart:céline
Député-e,BÄRTSCHI François,bärtschi:françois
Député-e,PISTIS Sandro,pistis:sandro
Député-e,DEROUETTE Jean-Paul,derouette:jean-paul
Député-e,MAGNIN Danièle,magnin:danièle
Député-e,VALENTIN Francisco,valentin:francisco
Député-e,SAPIN Françoise,sapin:françoise
Député-e,FLURY Christian,flury:christian
Député-e,GOLAY Sandra,golay:sandra
Député-e,PYTHON André,python:andré
Député-e,RAPPAZ Henry,rappaz:henry
Député-e,GANDER Florian,gander:florian
Député-e,DECORVET Christian,decorvet:christian
Député-e,SONDEREGGER Gabriela,sonderegger:gabriela
Député-e,DIMIER Patrick,dimier:patrick
Député-e,FONTAINE-VIVE-CURTAZ Jean,fontaine-vive-curtaz:jean
Député-e,SAAS Alexandra,saas:alexandra
Député-e,ZOGG Thomas,zogg:thomas
Député-e,PASCARELLA Louise,pascarella:louise
Député-e,FEKKAK Hatem,fekkak:hatem
Député-e,PEYRAUD Alexandre,peyraud:alexandre
Député-e,HÄUSERMANN Elisabeth,häusermann:elisabeth
Député-e,ANGELO Antonio,angelo:antonio
Député-e,CATTIN Jean-Pascal,cattin:jean-pascal
Député-e,BARYEKA Jarek,baryeka:jarek
Député-e,REICHENBACH Kevin,reichenbach:kevin
Député-e,CHAPOU Frédéric,chapou:frédéric
Député-e,MADANI Amar,madani:amar
Député-e,LEISI Laurent,leisi:laurent
Député-e,OUDIN Rémy,oudin:rémy
Député-e,VILLETTE Jean,villette:jean
Député-e,AMBROSIO François,ambrosio:françois
Député-e,FRAUCHIGER Roger,frauchiger:roger
Député-e,DELLAGIOVANNA Daniel,dellagiovanna:daniel
Député-e,ROULIN Claude,roulin:claude
Député-e,COUTO Armando,couto:armando
Député-e,NIETO Alexandre,nieto:alexandre
Député-e,CHAOUI Laïla,chaoui:laïla
Député-e,SOTOMAYOR André,sotomayor:andré
Député-e,WALTHER Thierry,walther:thierry
Député-e,RUCHONNET Jean-François,ruchonnet:jean-françois
Député-e,DO REGO Ricardo,do:rego:ricardo
Député-e,VENDRELL Marie,vendrell:marie
Député-e,MÉNÉTREY Yasmine,ménétrey:yasmine
Député-e,ANGELOZ Claude,angeloz:claude
Député-e,LAURENT Pierre-Alain,laurent:pierre-alain
Député-e,JAHIJA Burim,jahija:burim
Député-e,DI SALVO Giuseppe,di:salvo:giuseppe
Député-e,HEIMO Philippe,heimo:philippe
Député-e,CHAPPAZ Marc,chappaz:marc
Député-e,BARRY Minkailou,barry:minkailou
Député-e,CATALAN Joëlle,catalan:joëlle
Député-e,REOLON Bruno,reolon:bruno
Député-e,ALBANESI Jean-François,albanesi:jean-françois
Député-e,KLINGELE Olivier,klingele:olivier
Député-e,BENCKER Jeanne,bencker:jeanne
Député-e,MARGUET Tex,marguet:tex
Député-e,DELMENICO Janine,delmenico:janine
Député-e,SHLYAPINA Elena,shlyapina:elena
Député-e,MUDRY Yves,mudry:yves
Député-e,GOSTOLI Gérard,gostoli:gérard
Député-e,YAU Helen,yau:helen
Député-e,INNOCENTI Flavio,innocenti:flavio
Député-e,COVER Sabina,cover:sabina
Député-e,AMBORD Cédric (Sandro),ambord:cédric:sandro
Député-e,GARCIA Javier,garcia:javier
Député-e,BELCASTRO DE LUCA Nathalie,belcastro:de:luca:nathalie
Député-e,ZBINDEN Jean-Luc,zbinden:jean-luc
Député-e,AHDAB Ahmad (Chawki),ahdab:ahmad:chawki
Député-e,BAIUNCO Aurora,baiunco:aurora
Député-e,OLIVEIRA Rui,oliveira:rui
Député-e,PASTORE Daniel (Dany),pastore:daniel:dany
Député-e,DRASKOVIC Rada,draskovic:rada
Député-e,HAYMOZ William,haymoz:william
Député-e,BESSE Muriel,besse:muriel
Député-e,NAINE Marie-Josée,naine:marie-josée
Député-e,GHARBI Mohamed,gharbi:mohamed
Député-e,LOOSLI Bertille (Clarence),loosli:bertille:clarence
Député-e,EMONET Sarah,emonet:sarah
Député-e,MÜLLER Olivier,müller:olivier
Député-e,LODDO Olivier (HENRIOUD),loddo:olivier:henrioud
Député-e,BEN CHAABANE Salah,ben:chaabane:salah
Député-e,DE OLIVEIRA NUNES Vitor,de:oliveira:nunes:vitor
Député-e,MARTIGNONI Alain,martignoni:alain
Député-e,MARÉCHAL Christophe,maréchal:christophe
Député-e,SPAGNOLO Salvatore,spagnolo:salvatore
Député-e,PIERRE TOUSSAINT Sircee,pierre:toussaint:sircee
Député-e,STEINER Christian,steiner:christian
Député-e,BEUN Christine (Kristine),beun:christine:kristine
Député-e,BISSAT Rose (Marie Angeline),bissat:rose:marie:angeline
Député-e,GUISY Milène,guisy:milène
Député-e,MARTIN Emmanuel,martin:emmanuel
Député-e,DUSSAN Julien,dussan:julien
Député-e,BONVIN Philippe,bonvin:philippe
Député-e,SAUSER Nicolas,sauser:nicolas
Député-e,RYSER Alain,ryser:alain
Député-e,MONNEY Armand,monney:armand
Député-e,GAUTROT Maria Magdalena (Marielena),gautrot:maria:magdalena:marielena
Député-e,PIGUET Frédéric (Paul),piguet:frédéric:paul
Député-e,WUARIN Marc,wuarin:marc
Député-e,SAMIM FIROUZSALARI Atefeh,samim:firouzsalari:atefeh
Député-e,BUSTAMANTE HERNANDEZ Eric,bustamante:hernandez:eric
Député-e,HAMOIR Fursy,hamoir:fursy
Député-e,PREISIG Robert,preisig:robert
Député-e,JEANMONOD Christian,jeanmonod:christian
Député-e,MEYLAN Jean Michel,meylan:jean:michel
Député-e,CORI Claudio,cori:claudio
Député-e,WITTWER Christoph,wittwer:christoph
Député-e,BESOMI Alessandro (Alex),besomi:alessandro:alex
Député-e,RITTER Sven,ritter:sven
Député-e,DUVNJAK Sanja,duvnjak:sanja
Député-e,FRAMMERY Chloe,frammery:chloe
Député-e,FOUDA AMOUGOU Charlotte,fouda:amougou:charlotte
Député-e,SCHELLER Gérard,scheller:gérard
Député-e,ROSSELLAT Blaise,rossellat:blaise
Député-e,DACHROUNE Samir,dachroune:samir
Député-e,BULT Christoph,bult:christoph
Député-e,MONSHENGWO Jessica,monshengwo:jessica
Député-e,LOPEZ Julien,lopez:julien
Député-e,FRAUDEAU Delphine,fraudeau:delphine
Député-e,ABESSE Hayet,abesse:hayet
Député-e,GOLAY Séverine,golay:séverine
Député-e,JORDAN Claude,jordan:claude
Député-e,REGAMEY Murielle,regamey:murielle
Député-e,SCHUCANI Grégoire,schucani:grégoire
Député-e,TEIXEIRA Albano,teixeira:albano
Député-e,GERARDO FÉLIZ GRUBI Ynes,gerardo:féliz:grubi:ynes
Député-e,DE MAIO Sara,de:maio:sara
Député-e,SAHIN Gazi,sahin:gazi
Député-e,HARDYN Nathalie,hardyn:nathalie
Député-e,KHATTABI HASSAR Houda,khattabi:hassar:houda
Député-e,LUPO Paolo,lupo:paolo
Député-e,GIROD Nicolas,girod:nicolas
Député-e,HÜSSY COPPEX VIVIANA XIMENA ANGHELA,hüssy:coppex:viviana:ximena:anghela
Député-e,SANTI Michel,santi:michel
