entity,value,synonyms
Député-e,OCHARAN ROBLES RAPAZ Eva (OCHARAN ROBLES),ocharan:robles:rapaz:eva:ocharan:robles
Député-e,DA CRUZ PEDRO Anna (DA CRUZ PERRET-GENTIL),da:cruz:pedro:anna:da:cruz:perret-gentil
Député-e,BORCARD Anne,borcard:anne
Député-e,MÜLLER Fabienne (ABRAMOVICH),müller:fabienne:abramovich
Député-e,YOL Diana,yol:diana
Député-e,RANDEGGER Alice,randegger:alice
Député-e,DEPRAETERE Graciela (DEPRAETERE-MANULIS),depraetere:graciela:depraetere-manulis
Député-e,OZDEMIR Elcim (ÖZDEMIR Elçim),ozdemir:elcim:özdemir:elçim
Député-e,RICCIARDI WERLEN Jacqueline,ricciardi:werlen:jacqueline
Député-e,ROSSIER FAHRION Cerise,rossier:fahrion:cerise
Député-e,BOSELLI GAUTHEY Monica,boselli:gauthey:monica
Député-e,LAVRADOR DIAS Claudia (DIAS),lavrador:dias:claudia:dias
Député-e,JAUCH Caroline,jauch:caroline
Député-e,GRANGE Marie-Florence,grange:marie-florence
Député-e,MAZZONI Nikita,mazzoni:nikita
Député-e,LANGER Valérie,langer:valérie
Député-e,MAYORAL EDO Corinne (MAYORAL),mayoral:edo:corinne:mayoral
Député-e,THOMIAS LEDUC Diana,thomias:leduc:diana
Député-e,ORSINI Magali,orsini:magali
Député-e,GAUTHIER Pierre,gauthier:pierre
Député-e,SARAIVA MEDEIROS Carlos,saraiva:medeiros:carlos
Député-e,SPÜHLER Pascal,spühler:pascal
Député-e,GAETANINO Marco,gaetanino:marco
Député-e,LE JEUNE GIACOBBI Cristina,le:jeune:giacobbi:cristina
Député-e,FUSCO Gerardo,fusco:gerardo
Député-e,GAMBERONI Dominique,gamberoni:dominique
Député-e,NOBS Cyril,nobs:cyril
Député-e,NOËL Daniel,noël:daniel
Député-e,PICOT Jérôme,picot:jérôme
Député-e,GALETTO Frédéric,galetto:frédéric
Député-e,BECK Victoria,beck:victoria
Député-e,ANTOINE Jean-Marc,antoine:jean-marc
Député-e,RIME Fatma (Fatima),rime:fatma:fatima
Député-e,PARANÁ JÚNIOR Valério,paraná:júnior:valério
Député-e,LOTA Raphaëlle,lota:raphaëlle
Député-e,THOMSEN Elena (MILAKOVA),thomsen:elena:milakova
Député-e,L'HUILLIER Eric,l'huillier:eric
Député-e,BALLESTEROS Stefan,ballesteros:stefan
Député-e,FABRE Jean,fabre:jean
Député-e,NGUYEN Van Minh,nguyen:van:minh
Député-e,LOEILLET-ROUZIER Anne (Marie),loeillet-rouzier:anne:marie
Député-e,MARTEL Frédéric,martel:frédéric
Député-e,FREY Priscilla,frey:priscilla
Député-e,BRKIC Vitomir,brkic:vitomir
Député-e,BISSOLI Marion (LE BACQUER),bissoli:marion:le:bacquer
Député-e,COHEN Olivier,cohen:olivier
Député-e,BRUGUIER Michel,bruguier:michel
Député-e,SOLTEIRO Jorge,solteiro:jorge
Député-e,BERLEMONT Alain,berlemont:alain
Député-e,MAIGRE Maria Inès,maigre:maria:inès
Député-e,FARINHA Horacio,farinha:horacio
Député-e,LEVY Yossef (Hai),levy:yossef:hai
Député-e,ARMAND Catherine,armand:catherine
